#Drug	Gene	DrugBankID	SMILES
DB08515	P25789	DB08515	[H][C@](O)([C@@]1([H])CCCC=C1)[C@]1(NC(=O)[C@]2([H])CCO[C@]12C)C=O
DB07107	P17612	DB07107	[H][C@@](N)(COC1=CN=CC(\C=C\C2=CC=NC=C2)=C1)CC1=CNC2=C1C=CC=C2
DB01643	P04818	DB01643	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
DB07765	P0CG22	DB07765	COC(=O)C1CCN(CC1)C(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)N=C(N)N=C2N=C1
DB00016	P19235	DB00016	NaN
DB00371	Q9UN88	DB00371	NaN
DB07468	Q7Z406	DB07468	CC1=C2C(=CC=C1)N=C1N(CC[C@@]1(O)C2=O)C1=CC=CC=C1
DB00343	P10635	DB00343	COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
DB00675	Q05655	DB00675	NaN
DB03329	P07858	DB03329	SC1=CC=CC=N1
DB01942	Q9NQX3	DB01942	NaN
DB04534	P29474	DB04534	NaN
DB02638	P47901	DB02638	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DB04920	Q13698	DB04920	NaN
DB01198	P08684	DB01198	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB00296	Q9Y5Y9	DB00296	CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB00729	P20309	DB00729	NaN
DB01221	P30939	DB01221	CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB00952	P28222	DB00952	CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
DB09082	P08684	DB09082	NaN
DB00153	Q02318	DB00153	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
DB00767	P20309	DB00767	CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
DB02400	P15559	DB02400	COC1=CC(=O)C2=C(C(COC3=CC=C(C=C3)[N+]([O-])=O)=C(C)N2C)C1=O
DB03206	Q9UKM7	DB03206	OC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O
DB01049	P35348	DB01049	NaN
DB02800	P34896	DB02800	NC1=NC(=O)C2=C(N1)N=C[C@@H](CNC1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2CO
DB04530	Q99418	DB04530	N[C@@H](CSSCCO)C(O)=O
DB00583	P23786	DB00583	C[N+](C)(C)C[C@H](O)CC([O-])=O
DB07987	P08254	DB07987	[H][C@](CC(=O)NC1=NN=C(S)S1)(NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1
DB00794	P28472	DB00794	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB00176	P31645	DB00176	NaN
DB00979	P06276	DB00979	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
DB07375	P06310	DB07375	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C
DB06594	P05177	DB06594	COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1
DB00031	P02671	DB00031	NaN
DB00195	P07550	DB00195	CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
DB02010	P48736	DB02010	CN[C@@H]1C[C@@H]2O[C@](C)([C@@H]1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O
DB05107	P11413	DB05107	[H][C@@]12C[C@@H](Br)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C
DB04147	P01595	DB04147	NaN
DB00041	P14784	DB00041	NaN
DB00514	P04839	DB00514	NaN
DB01171	P11712	DB01171	ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
DB00087	P02746	DB00087	NaN
DB01496	P31644	DB01496	FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1
DB00468	P33261	DB00468	[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
DB00543	P28472	DB00543	NaN
DB01142	P08684	DB01142	NaN
DB00905	P43115	DB00905	CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
DB02640	P50579	DB02640	CO[C@@H]1[C@H](CC[C@@](O)(C)C1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O
DB01039	P08684	DB01039	NaN
DB02648	P43155	DB02648	C[N+](C)(C)C[C@H](O)CC(O)=O
DB00025	P07307	DB00025	NaN
DB00496	P11229	DB00496	NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB01834	P09211	DB01834	N[C@@H](CCC(=O)N[C@H](CS[C@H]1[C@H](O)C2=CC=CC=C2C2=CC=CC=C12)C(=O)NCC(O)=O)C(O)=O
DB03742	P03372	DB03742	OC1=CC=C(C=C1)[C@H]1SC2=CC(O)=CC=C2O[C@@H]1C1=CC=C(OCCN2CCCCC2)C=C1
DB08690	O14957	DB08690	NaN
DB04464	P15954	DB04464	[H][C@@](CCSC)(NC=O)C(O)=O
DB00945	Q9Y478	DB00945	CC(=O)OC1=CC=CC=C1C(O)=O
DB09078	P35916	DB09078	COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N
DB06603	Q9UQL6	DB06603	[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO
DB00996	Q9NY47	DB00996	NCC1(CC(O)=O)CCCCC1
DB04871	P28335	DB04871	NaN
DB00558	Q9Y3R4	DB00558	[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
DB03575	Q8TCU5	DB03575	NaN
DB01196	P11137	DB01196	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]
DB00482	P35354	DB00482	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
DB00169	Q02318	DB00169	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
DB00624	P04798	DB00624	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB05736	P43235	DB05736	NaN
DB00961	Q9Y5Y9	DB00961	CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00402	Q9UN88	DB00402	CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB01611	Q9NR96	DB01611	CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
DB04395	P78362	DB04395	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)NP(O)(O)=O)[C@H](O)[C@H]1O
DB08896	P20813	DB08896	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DB03461	Q92506	DB03461	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O
DB00835	P20309	DB00835	NaN
DB01028	P34903	DB01028	NaN
DB01588	P28476	DB01588	NaN
DB07401	O14949	DB07401	NaN
DB00518	Q71U36	DB00518	CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
DB02325	P01375	DB02325	CC(C)O
DB04464	P09669	DB04464	[H][C@@](CCSC)(NC=O)C(O)=O
DB08800	P35367	DB08800	NaN
DB04315	P49411	DB04315	NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1
DB01873	P04350	DB01873	C[C@H]1CCC\C(C)=C/C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@@H]1O)C(\C)=C\C1=CSC(C)=N1
DB00292	P14867	DB00292	NaN
DB00475	P14867	DB00475	CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1
DB00520	P08684	DB00520	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
DB00599	Q13002	DB00599	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
DB01392	P28335	DB01392	[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DB04574	P08684	DB04574	C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
DB02901	P05108	DB02901	CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O
DB05283	P05177	DB05283	NaN
DB00889	P04798	DB00889	CN1N=C(C(=O)NC2CC3CCCC(C2)N3C)C2=CC=CC=C12
DB00540	P08684	DB00540	NaN
DB01238	P28221	DB01238	ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
DB04513	P62158	DB04513	NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl
DB00893	P68871	DB00893	NaN
DB00540	P28335	DB00540	NaN
DB01363	P18825	DB01363	NaN
DB00976	P20815	DB00976	CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=NC(=C3)C3=CC=CN=C3)C(=O)O[C@@]12C)OC
DB01393	P08684	DB01393	CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O
DB02262	Q02127	DB02262	OC(=O)C1=CC(=O)NC(=O)N1
DB02281	Q13126	DB02281	Nc1ncnc2c(nnc12)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
DB01205	P28472	DB01205	NaN
DB08164	P27487	DB08164	[H][C@]1(N)CN(CC[C@]1([H])C1=CC(F)=C(F)C=C1F)C1=NC=NC(=C1)C1=CC=CC(=C1)S(C)(=O)=O
DB07088	P07477	DB07088	[H][C@]1(CCCN1C(=O)COC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB06237	O76074	DB06237	COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1
DB01183	P03372	DB01183	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O
DB01268	P08684	DB01268	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
DB08750	P35228	DB08750	NCC1=CC=C(C=C1)C(=O)N1CCC2(CC1)NC1=CC=CC(F)=C1C(N)=N2
DB00197	Q9HAW7	DB00197	CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
DB00674	Q9GZZ6	DB00674	[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
DB03435	Q7Z4J2	DB03435	O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
DB03783	P11712	DB03783	CCOC1=CC=C(NC(C)=O)C=C1
DB00763	P11712	DB00763	CN1C=CNC1=S
DB05249	Q99062	DB05249	NaN
DB02772	P61626	DB02772	OC[C@@H]1O[C@](CO)(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
DB06096	P28222	DB06096	NaN
DB06097	Q02224	DB06097	NaN
DB00543	P48169	DB00543	NaN
DB00642	P04818	DB00642	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)N1
DB01241	Q07869	DB01241	CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
DB00554	P35354	DB00554	CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DB00126	Q02809	DB00126	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
DB01234	P05108	DB01234	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB06616	P00519	DB06616	COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl
DB00551	P39900	DB00551	CC(=O)NO
DB01251	Q15842	DB01251	COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
DB00333	Q8TCU5	DB00333	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00641	P11712	DB00641	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
DB03892	P29475	DB03892	N[C@@H](CCCN\C(N)=[NH+]\CC=C)C(O)=O
DB00321	P20309	DB00321	NaN
DB04444	P11488	DB04444	NaN
DB00949	P05181	DB00949	NaN
DB01018	P08913	DB01018	NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
DB01782	Q9UQF2	DB01782	O=C1C2=CC=CC3=C2C(=NN3)C2=C1C=CC=C2
DB00721	Q01959	DB00721	NaN
DB01159	Q6W5P4	DB01159	NaN
DB06927	P03372	DB06927	OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2
DB01151	P31645	DB01151	NaN
DB06917	P09960	DB06917	NaN
DB00470	P11509	DB00470	[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
DB00490	P24462	DB00490	NaN
DB07162	O60674	DB07162	CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C1=CC2=C(NN=C2N)C=C1
DB00408	P47898	DB00408	NaN
DB00741	P04083	DB00741	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB02379	P01574	DB02379	OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
DB00637	P35367	DB00637	NaN
DB01087	P08684	DB01087	COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
DB09068	P08908	DB09068	NaN
DB00163	P09210	DB00163	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
DB07157	P15086	DB07157	[H][C@](NC(=O)OCC1=CC=CC=C1)(C(C)C)[P@@](O)(=O)O[C@]([H])(C(O)=O)C1=CC(CN)=CC=C1
DB00073	P12318	DB00073	NaN
DB00361	P10635	DB00361	[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
DB01094	P05177	DB01094	COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
DB01173	Q9Y5Y9	DB01173	NaN
DB02325	O60942	DB02325	CC(C)O
DB01466	P24462	DB01466	[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB00340	P08172	DB00340	NaN
DB02494	P84098	DB02494	[H][C@](O)(CC1=CC=CC=C1)C(O)=O
DB05216	P10721	DB05216	NaN
DB00162	Q9NYR8	DB00162	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
DB00887	P13569	DB00887	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
DB02236	P22102	DB02236	NCC(=O)N[C@@H]1O[C@@H](COP([O-])([O-])=O)[C@H](O)[C@H]1O
DB01023	Q9NY47	DB01023	NaN
DB02701	Q9NXA8	DB02701	NC(=O)C1=CC=CN=C1
DB00489	P07550	DB00489	CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB03149	P23946	DB03149	CC(=O)C(N)CC1=CC=CC=C1
DB07330	P09874	DB07330	CCCN1CCC(CC1)C1=NC2=C(N1)C(=CC=C2)C(N)=O
DB00549	P23219	DB00549	COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C
DB01162	P25100	DB01162	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
DB00019	P08246	DB00019	NaN
DB01189	P47869	DB01189	FC(F)OC(F)C(F)(F)F
DB05676	P01579	DB05676	[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1
DB00568	P20309	DB00568	NaN
DB07479	P06746	DB07479	[H][C@@]1(O)CC2=C(C=CC3=C2C2=C(C=CC=C2)C=C3)[C@@]([H])(O)[C@]1([H])O
DB00441	P32320	DB00441	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
DB00078	P31994	DB00078	NaN
DB00509	P07202	DB00509	N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
DB04741	P31930	DB04741	CO[C@@H](\C=C\C1=CSC(=N1)C1=CSC(=N1)[C@@H](C)\C=C\C=C\C(C)C)[C@@H](C)C(\OC)=C/C(N)=O
DB00502	P21728	DB00502	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DB01363	P07550	DB01363	NaN
DB01403	P35368	DB01403	NaN
DB01435	P05181	DB01435	NaN
DB00157	Q15738	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB01565	O60858	DB01565	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O
DB00364	P02671	DB00364	O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
DB00898	P17787	DB00898	CCO
DB05472	P17181	DB05472	NaN
DB00418	P14867	DB00418	NaN
DB02079	P21549	DB02079	NOCC(O)=O
DB02701	P10635	DB02701	NC(=O)C1=CC=CN=C1
DB03039	P00918	DB03039	NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=CC=C1F
DB06875	Q15788	DB06875	OC1=CC=C2C=C(C=C(C#N)C2=C1)C1=CC=C(O)C(F)=C1
DB01226	P08172	DB01226	COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC
DB00232	P00915	DB00232	CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
DB02325	P30793	DB02325	CC(C)O
DB00169	P08684	DB00169	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
DB05816	P21728	DB05816	NaN
DB07230	Q15788	DB07230	OC1=CC=C(C=C1)C1=C(Br)C2=C(C=C(O)C=C2)C1=O
DB00171	O14727	DB00171	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
DB01065	P05177	DB01065	COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
DB00356	Q12791	DB00356	ClC1=CC2=C(OC(=O)N2)C=C1
DB01277	P17936	DB01277	NaN
DB00599	P48169	DB00599	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
DB01727	Q99798	DB01727	O[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O
DB07145	P78536	DB07145	[H][C@](C)(N1CC[C@](C)(C1=O)C1=CC=C(OCC2=CC(C)=NC3=CC=CC=C23)C=C1)C(=O)NO
DB08231	P43080	DB08231	NaN
DB00834	P06401	DB00834	[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DB01267	P35348	DB01267	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
DB00476	P05177	DB00476	NaN
DB00978	P05177	DB00978	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
DB00564	P08684	DB00564	NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
DB03253	P27487	DB03253	NaN
DB08674	P49356	DB08674	[H][C@@]12CCN(C1=O)C1=C3C=C(OC4=C(C=CC(CN5C=NC=C5CN2)=C4)C#N)C=CC3=CC=C1
DB02342	P21964	DB02342	COC1=C(O)C=C2CCC3C4CC[C@H](O)[C@@]4(C)CCC3C2=C1
DB00909	O60939	DB00909	NS(=O)(=O)CC1=NOC2=CC=CC=C12
DB00921	P11712	DB00921	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
DB00724	Q9NYK1	DB00724	NaN
DB02701	P00338	DB02701	NC(=O)C1=CC=CN=C1
DB05435	Q5NUL3	DB05435	NaN
DB08342	Q9Y5R8	DB08342	[H][C@](N)(CSC(=O)CCCCCCCCCCCCCCC)C(O)=O
DB09570	P33261	DB09570	[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O
DB00458	P35367	DB00458	NaN
DB00794	O14764	DB00794	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB01149	P20815	DB01149	NaN
DB05469	P35368	DB05469	NaN
DB03516	Q06278	DB03516	O=C1NC=C(C#C)C(=O)N1
DB06692	P17538	DB06692	NaN
DB07410	O95749	DB07410	OC(CC1=CC(=CC=C1)C1=CC=CC2=C1OC1=C2C=CC=C1)(P(O)(O)=O)P(O)(O)=O
DB04512	Q8WX39	DB04512	NaN
DB00361	P08684	DB00361	[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
DB00201	Q14573	DB00201	NaN
DB00152	O60779	DB00152	CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
DB01289	Q15842	DB01289	CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
DB01221	P11712	DB01221	CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB02404	P22303	DB02404	OCCOCCOCCOCCOCCOCCOCCS
DB05295	P11473	DB05295	OCCCO[C@H]1[C@@H](O)C\C(=C\C=C2/CCC[C@]3(C)[C@]([H])(CC[C@@]23[H])[C@H](C)CCCC(O)(C)C)C(=C)[C@@H]1O
DB00398	P10635	DB00398	CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
DB00531	P08684	DB00531	ClCCN(CCCl)P1(=O)NCCCO1
DB07406	P49137	DB07406	[H][C@]1(C)CNC(=O)C2=C1C1=CC(=CC=C1N2)C(=O)NC1=NC(=CS1)C(=O)NCCN(C)C
DB00973	P08684	DB00973	O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
DB02266	P42330	DB02266	OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F
DB00078	P02746	DB00078	NaN
DB00724	Q9NR97	DB00724	NaN
DB00977	P03372	DB00977	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB07597	P11086	DB07597	[H][C@]1(N)CCC2=CC=CC=C2[C@@]1([H])O
DB08289	P01834	DB08289	OC(=O)CCCC(=O)NC1=CC=C(CC[N+]2([O-])CCCCC2)C=C1
DB03680	P23368	DB03680	OC(C([O-])=O)C([O-])=O
DB00349	P78334	DB00349	CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
DB00926	P48443	DB00926	NaN
DB01411	P05113	DB01411	O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
DB02661	O43252	DB02661	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12
DB03721	Q9BZZ2	DB03721	CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O
DB07766	Q00536	DB07766	[H][C@](O)(CO)CCO\N=C1\C(\NC2=CC=CC=C\12)=C1\C(=O)NC2=C1C=CC=C2
DB00569	P01008	DB00569	NaN
